part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_10697|10695|dim purple salmon lavender white|Manufacturer#1           |Brand#14  |ECONOMY BURNISHED STEEL|25|WRAP PKG  |1605.69|mptotes. expr
part_10698|10696|white drab peru spring peach|Manufacturer#5           |Brand#53  |PROMO PLATED COPPER|11|WRAP PKG  |1606.69|ts! special excuses 
part_10699|10697|cream yellow linen khaki dodger|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED COPPER|24|WRAP PACK |1607.69|t slyly 
part_10700|10698|puff medium deep spring snow|Manufacturer#2           |Brand#23  |LARGE ANODIZED BRASS|14|WRAP DRUM |1608.69|. ironic,
part_10701|10699|almond olive saddle linen beige|Manufacturer#1           |Brand#12  |SMALL ANODIZED TIN|32|SM DRUM   |1609.69| even excuses
part_10702|10700|violet tan lime blue steel|Manufacturer#4           |Brand#42  |SMALL ANODIZED TIN|10|SM JAR    |1610.70|eep furious
part_10703|10701|mint sienna purple hot salmon|Manufacturer#1           |Brand#11  |STANDARD BURNISHED BRASS|50|WRAP PACK |1611.70|osits. re
part_10704|10702|thistle green chocolate cornsilk orange|Manufacturer#3           |Brand#34  |STANDARD POLISHED TIN|38|SM PACK   |1612.70|es. furiousl
part_10705|10703|steel cyan dark saddle wheat|Manufacturer#5           |Brand#53  |MEDIUM ANODIZED NICKEL|1|JUMBO PACK|1613.70| pending requests wa
part_10706|10704|seashell magenta lime forest antique|Manufacturer#1           |Brand#12  |SMALL PLATED STEEL|1|JUMBO JAR |1614.70|ges. ev
part_10707|10705|plum wheat lime light slate|Manufacturer#2           |Brand#24  |SMALL PLATED COPPER|17|LG JAR    |1615.70|y stealthy
part_10708|10706|light metallic lace honeydew orchid|Manufacturer#2           |Brand#24  |STANDARD PLATED BRASS|22|JUMBO BAG |1616.70|special instru
part_10709|10707|drab coral sky yellow olive|Manufacturer#3           |Brand#31  |MEDIUM BRUSHED STEEL|28|SM PACK   |1617.70|even r
part_10710|10708|powder burlywood firebrick blush khaki|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED NICKEL|32|WRAP CAN  |1618.70|e according t
part_10711|10709|green navy linen thistle floral|Manufacturer#3           |Brand#31  |SMALL ANODIZED BRASS|38|MED BAG   |1619.70|furiously si
part_10712|10710|goldenrod dark drab coral sienna|Manufacturer#2           |Brand#22  |STANDARD ANODIZED NICKEL|16|WRAP BAG  |1620.71|ly special pin
part_10713|10711|sky beige indian dark linen|Manufacturer#1           |Brand#15  |STANDARD POLISHED COPPER|35|LG CASE   |1621.71|latel
part_10714|10712|beige lavender orchid powder peru|Manufacturer#2           |Brand#21  |LARGE ANODIZED STEEL|50|JUMBO CASE|1622.71|inal excuses cajo
part_10715|10713|tomato azure ivory tan drab|Manufacturer#5           |Brand#51  |SMALL BURNISHED BRASS|48|MED BAG   |1623.71|o beans. sl
part_10716|10714|metallic burlywood misty powder grey|Manufacturer#2           |Brand#21  |LARGE ANODIZED COPPER|31|JUMBO PKG |1624.71|inos bo
part_10717|10715|pink lime grey gainsboro deep|Manufacturer#3           |Brand#34  |MEDIUM POLISHED NICKEL|27|JUMBO DRUM|1625.71|re furiously bold, un
part_10718|10716|blanched linen lemon navy light|Manufacturer#5           |Brand#55  |STANDARD BURNISHED NICKEL|3|SM BOX    |1626.71|dependencies! ironic 
part_10719|10717|thistle magenta misty purple midnight|Manufacturer#3           |Brand#35  |SMALL BURNISHED BRASS|28|WRAP CASE |1627.71|rnis haggle so
part_10720|10718|aquamarine ghost cyan cream chartreuse|Manufacturer#1           |Brand#12  |PROMO BRUSHED NICKEL|37|MED PACK  |1628.71|eposits. bold dep
part_10721|10719|ghost frosted gainsboro powder chartreuse|Manufacturer#3           |Brand#32  |PROMO BRUSHED NICKEL|26|JUMBO JAR |1629.71|s affix carefully en
part_10722|10720|chocolate maroon dodger aquamarine lawn|Manufacturer#3           |Brand#33  |LARGE BRUSHED BRASS|5|JUMBO JAR |1630.72|. slyly even acco
part_10723|10721|lawn blanched almond black plum|Manufacturer#1           |Brand#15  |STANDARD BRUSHED COPPER|38|WRAP CASE |1631.72|ests. final accounts s
part_10724|10722|sky spring light peach orchid|Manufacturer#2           |Brand#24  |MEDIUM BURNISHED STEEL|36|LG DRUM   |1632.72|s sleep furiously a
part_10725|10723|lavender lace beige turquoise slate|Manufacturer#4           |Brand#42  |PROMO POLISHED NICKEL|3|MED DRUM  |1633.72|ly silent Tir
part_10726|10724|slate antique purple lemon linen|Manufacturer#3           |Brand#32  |SMALL BURNISHED TIN|25|JUMBO JAR |1634.72| ironic 
part_10727|10725|blanched cyan thistle sandy dodger|Manufacturer#2           |Brand#21  |STANDARD ANODIZED COPPER|1|JUMBO CAN |1635.72| pains. carefu
part_10728|10726|blush goldenrod sky deep rose|Manufacturer#5           |Brand#53  |LARGE POLISHED STEEL|5|WRAP DRUM |1636.72|es detect furiously a
part_10729|10727|rosy slate dark ivory purple|Manufacturer#5           |Brand#52  |ECONOMY ANODIZED BRASS|20|LG CASE   |1637.72|ously alongside of th
part_10730|10728|thistle floral maroon deep indian|Manufacturer#5           |Brand#54  |PROMO POLISHED TIN|32|MED DRUM  |1638.72|ironic instructions ar
part_10731|10729|orange light powder black pink|Manufacturer#1           |Brand#14  |LARGE POLISHED NICKEL|20|WRAP PACK |1639.72|riously even pa
part_10732|10730|firebrick floral almond navy burlywood|Manufacturer#2           |Brand#24  |ECONOMY BURNISHED TIN|6|WRAP BOX  |1640.73|gle abo
part_10733|10731|slate hot maroon brown grey|Manufacturer#3           |Brand#35  |PROMO ANODIZED COPPER|39|SM JAR    |1641.73| final requ
part_10734|10732|green frosted saddle lime beige|Manufacturer#1           |Brand#12  |STANDARD BURNISHED COPPER|15|LG BAG    |1642.73|fully along the req
part_10735|10733|drab yellow chiffon burnished coral|Manufacturer#2           |Brand#21  |PROMO BURNISHED TIN|19|WRAP JAR  |1643.73|ent fo
part_10736|10734|goldenrod pink black gainsboro honeydew|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED STEEL|20|LG CAN    |1644.73| excuses integra
part_10737|10735|indian red almond drab green|Manufacturer#2           |Brand#25  |ECONOMY ANODIZED BRASS|15|JUMBO CASE|1645.73|ular packages. spe
part_10738|10736|floral tan pale powder coral|Manufacturer#4           |Brand#42  |ECONOMY BRUSHED COPPER|12|JUMBO PACK|1646.73|inal pinto bea
part_10739|10737|goldenrod thistle blush powder hot|Manufacturer#2           |Brand#21  |LARGE BURNISHED TIN|20|SM CAN    |1647.73|s haggle fur
part_10740|10738|hot grey orchid yellow olive|Manufacturer#5           |Brand#55  |PROMO BRUSHED COPPER|1|SM PKG    |1648.73|fily ironic pack
part_10741|10739|ivory hot rose plum firebrick|Manufacturer#2           |Brand#23  |PROMO PLATED STEEL|38|WRAP DRUM |1649.73|ld, ironic pin
part_10742|10740|honeydew brown lemon tomato yellow|Manufacturer#2           |Brand#24  |SMALL ANODIZED NICKEL|20|JUMBO BAG |1650.74|lphins. furious
part_10743|10741|moccasin lawn drab turquoise metallic|Manufacturer#2           |Brand#22  |SMALL ANODIZED BRASS|8|WRAP BAG  |1651.74|eep brave
part_10744|10742|rose burlywood navy puff hot|Manufacturer#1           |Brand#14  |PROMO BURNISHED STEEL|6|SM JAR    |1652.74| deposits.
part_10745|10743|orchid blanched navy white chartreuse|Manufacturer#2           |Brand#25  |PROMO BRUSHED STEEL|4|WRAP CASE |1653.74|arefully ironic pack
part_10746|10744|aquamarine navy light indian cornsilk|Manufacturer#5           |Brand#54  |SMALL POLISHED TIN|35|SM PKG    |1654.74|slyly iro
part_10747|10745|floral ghost snow beige royal|Manufacturer#1           |Brand#14  |LARGE ANODIZED COPPER|1|SM PKG    |1655.74|st the ironic 
part_10748|10746|yellow goldenrod turquoise chartreuse rose|Manufacturer#4           |Brand#43  |PROMO PLATED BRASS|11|WRAP PACK |1656.74| the carefully
part_10749|10747|blue bisque lime green slate|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED NICKEL|34|SM JAR    |1657.74|en dep
part_10750|10748|peru peach chiffon slate forest|Manufacturer#1           |Brand#11  |MEDIUM POLISHED NICKEL|1|JUMBO CASE|1658.74|kly. quic
part_10751|10749|burnished indian firebrick maroon cornsilk|Manufacturer#5           |Brand#53  |MEDIUM POLISHED STEEL|27|SM BAG    |1659.74| requests use entic
part_10752|10750|frosted peru steel orchid saddle|Manufacturer#5           |Brand#53  |MEDIUM BURNISHED NICKEL|2|SM BAG    |1660.75|ges. quickly reg
part_10753|10751|medium beige light orange lime|Manufacturer#2           |Brand#23  |LARGE ANODIZED COPPER|9|LG CAN    |1661.75|theodolit
part_10754|10752|honeydew blush goldenrod puff olive|Manufacturer#2           |Brand#21  |PROMO BRUSHED COPPER|11|WRAP DRUM |1662.75| above the blithely f
part_10755|10753|spring smoke linen lawn rose|Manufacturer#4           |Brand#44  |PROMO POLISHED TIN|43|MED CASE  |1663.75|tegrate across
part_10756|10754|turquoise white pale lime firebrick|Manufacturer#4           |Brand#45  |STANDARD POLISHED NICKEL|37|WRAP JAR  |1664.75|er th
part_10757|10755|navy hot snow salmon beige|Manufacturer#4           |Brand#44  |SMALL BRUSHED TIN|38|JUMBO DRUM|1665.75|silent packages bo
part_10758|10756|green misty lace violet chocolate|Manufacturer#2           |Brand#25  |LARGE POLISHED COPPER|14|LG CAN    |1666.75|fully even
part_10759|10757|salmon turquoise pale moccasin beige|Manufacturer#4           |Brand#41  |PROMO BURNISHED STEEL|5|LG CAN    |1667.75| carefully regular 
part_10760|10758|mint seashell burnished forest burlywood|Manufacturer#5           |Brand#52  |PROMO BURNISHED STEEL|6|LG CASE   |1668.75|bold deposits d
part_10761|10759|white orchid ghost misty salmon|Manufacturer#2           |Brand#22  |MEDIUM PLATED COPPER|9|JUMBO DRUM|1669.75|deposits hang among th
part_10762|10760|tan brown chiffon ivory puff|Manufacturer#4           |Brand#43  |MEDIUM BURNISHED STEEL|7|JUMBO BOX |1670.76|tions so
part_10763|10761|brown puff almond navajo chocolate|Manufacturer#2           |Brand#25  |PROMO POLISHED NICKEL|29|MED BOX   |1671.76|ns along t
part_10764|10762|linen cream blush burnished lawn|Manufacturer#1           |Brand#13  |ECONOMY PLATED COPPER|19|LG JAR    |1672.76|c requests are 
part_10765|10763|puff tan cream olive chocolate|Manufacturer#2           |Brand#24  |PROMO PLATED BRASS|20|JUMBO CAN |1673.76|es toward the 
part_10766|10764|bisque floral dim light maroon|Manufacturer#1           |Brand#15  |STANDARD PLATED COPPER|14|WRAP DRUM |1674.76| the 
part_10767|10765|turquoise pale royal tomato lemon|Manufacturer#3           |Brand#32  |SMALL PLATED STEEL|13|JUMBO PACK|1675.76|ong the ironic, 
part_10768|10766|blue peach slate navajo chartreuse|Manufacturer#3           |Brand#34  |ECONOMY PLATED NICKEL|17|LG DRUM   |1676.76| pendin
part_10769|10767|firebrick pink goldenrod spring blue|Manufacturer#3           |Brand#33  |STANDARD PLATED STEEL|13|MED DRUM  |1677.76|to beans haggle furio
part_10770|10768|snow violet thistle olive moccasin|Manufacturer#4           |Brand#42  |MEDIUM POLISHED COPPER|5|LG CAN    |1678.76|r deposits haggle fu
part_10771|10769|seashell tan sky floral thistle|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED NICKEL|15|MED CASE  |1679.76|s nag slyly carefull
part_10772|10770|mint firebrick chiffon rose almond|Manufacturer#2           |Brand#21  |LARGE ANODIZED COPPER|3|JUMBO DRUM|1680.77|iously accordi
part_10773|10771|salmon chiffon pink dodger wheat|Manufacturer#1           |Brand#15  |STANDARD BRUSHED STEEL|37|WRAP PACK |1681.77|lithely express
part_10774|10772|turquoise moccasin black light puff|Manufacturer#4           |Brand#45  |SMALL PLATED STEEL|27|JUMBO BAG |1682.77|quests are acros
part_10775|10773|snow spring indian firebrick plum|Manufacturer#3           |Brand#31  |SMALL BRUSHED COPPER|26|WRAP CASE |1683.77|ironic packages.
part_10776|10774|yellow salmon lace pale azure|Manufacturer#1           |Brand#13  |ECONOMY POLISHED TIN|8|MED CAN   |1684.77|he theodolite
part_10777|10775|rose papaya orchid deep khaki|Manufacturer#4           |Brand#41  |SMALL PLATED TIN|32|LG CASE   |1685.77|osits nag pending dep
part_10778|10776|salmon violet floral cornsilk drab|Manufacturer#1           |Brand#11  |SMALL PLATED STEEL|36|LG BOX    |1686.77|refully even packages
part_10779|10777|burnished beige sienna coral violet|Manufacturer#4           |Brand#42  |MEDIUM POLISHED COPPER|15|MED DRUM  |1687.77| after the bli
part_10780|10778|powder white navajo deep firebrick|Manufacturer#1           |Brand#14  |ECONOMY ANODIZED TIN|50|JUMBO BOX |1688.77|ideas wake eve
part_10781|10779|green red slate olive yellow|Manufacturer#5           |Brand#53  |STANDARD BRUSHED COPPER|3|SM DRUM   |1689.77|telets
part_10782|10780|grey purple spring goldenrod ghost|Manufacturer#1           |Brand#15  |SMALL PLATED STEEL|3|WRAP JAR  |1690.78|tructio
part_10783|10781|metallic maroon magenta navajo burlywood|Manufacturer#2           |Brand#23  |MEDIUM ANODIZED TIN|47|JUMBO PACK|1691.78|ronic, regular acco
part_10784|10782|midnight floral dim sienna frosted|Manufacturer#3           |Brand#35  |ECONOMY BRUSHED STEEL|23|SM PKG    |1692.78|venly pending deposit
part_10785|10783|orange khaki puff salmon hot|Manufacturer#3           |Brand#35  |SMALL BURNISHED NICKEL|43|MED BAG   |1693.78| engage after the ruth
part_10786|10784|tomato dodger forest lawn misty|Manufacturer#1           |Brand#12  |ECONOMY PLATED NICKEL|30|MED CASE  |1694.78|ajole slyly slyly regu
part_10787|10785|blush medium peru antique rose|Manufacturer#4           |Brand#45  |SMALL PLATED BRASS|11|LG CASE   |1695.78|grate slo
part_10788|10786|almond chocolate khaki plum coral|Manufacturer#5           |Brand#55  |LARGE BRUSHED COPPER|49|LG BAG    |1696.78|lyly. unusual
part_10789|10787|gainsboro powder cornsilk chartreuse grey|Manufacturer#5           |Brand#52  |PROMO BURNISHED STEEL|2|MED CAN   |1697.78|st the fluffi
part_10790|10788|indian khaki powder blanched chiffon|Manufacturer#3           |Brand#33  |SMALL BURNISHED NICKEL|34|JUMBO DRUM|1698.78| carefully
part_10791|10789|dim pink burnished light azure|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|38|SM BAG    |1699.78|the c
part_10792|10790|navajo almond rose spring cyan|Manufacturer#2           |Brand#24  |LARGE BURNISHED COPPER|41|JUMBO PKG |1700.79|inal d
part_10793|10791|saddle moccasin misty drab burnished|Manufacturer#4           |Brand#44  |ECONOMY ANODIZED TIN|13|WRAP PACK |1701.79|yly? carefully bold
part_10794|10792|coral ivory sandy turquoise tomato|Manufacturer#2           |Brand#25  |ECONOMY PLATED STEEL|20|JUMBO PKG |1702.79| sleep
part_10795|10793|orchid linen saddle chocolate slate|Manufacturer#2           |Brand#25  |ECONOMY POLISHED STEEL|40|WRAP BOX  |1703.79|ves. packages cajole. 
part_10796|10794|medium navajo lime blue orchid|Manufacturer#2           |Brand#25  |ECONOMY PLATED STEEL|13|SM BOX    |1704.79|about the
part_10797|10795|misty wheat orange hot green|Manufacturer#3           |Brand#32  |PROMO POLISHED BRASS|39|JUMBO PACK|1705.79|ironic r
part_10798|10796|blue sienna magenta aquamarine cream|Manufacturer#4           |Brand#42  |MEDIUM POLISHED COPPER|25|WRAP PKG  |1706.79|s need t
part_10799|10797|drab lavender rose rosy tomato|Manufacturer#1           |Brand#13  |SMALL PLATED STEEL|37|SM CAN    |1707.79|. brave
part_10800|10798|violet frosted gainsboro forest tan|Manufacturer#4           |Brand#45  |ECONOMY BRUSHED STEEL|6|MED BAG   |1708.79|ts cajole. 
part_10801|10799|antique snow azure cyan frosted|Manufacturer#2           |Brand#23  |MEDIUM ANODIZED NICKEL|2|JUMBO PKG |1709.79|are s
part_10802|10800|lavender linen pale forest powder|Manufacturer#2           |Brand#23  |ECONOMY BRUSHED NICKEL|21|JUMBO PACK|1710.80|deposits.
part_10803|10801|lawn ghost grey floral pink|Manufacturer#4           |Brand#45  |MEDIUM PLATED COPPER|13|MED PACK  |1711.80|n the care
part_10804|10802|chocolate saddle sandy cornflower papaya|Manufacturer#3           |Brand#35  |ECONOMY PLATED BRASS|43|LG BAG    |1712.80|re across the care
part_10805|10803|sienna pink navy seashell midnight|Manufacturer#1           |Brand#12  |PROMO PLATED COPPER|21|LG PACK   |1713.80|ronic, regular packa
part_10806|10804|blush khaki tan ghost navajo|Manufacturer#3           |Brand#33  |MEDIUM BURNISHED TIN|11|JUMBO JAR |1714.80|s affix s
part_10807|10805|papaya blush cyan smoke royal|Manufacturer#3           |Brand#34  |SMALL ANODIZED COPPER|38|LG PACK   |1715.80|structions use ca
part_10808|10806|steel aquamarine firebrick medium lemon|Manufacturer#1           |Brand#14  |STANDARD PLATED NICKEL|48|LG BAG    |1716.80|gular 
part_10809|10807|dodger forest salmon saddle blue|Manufacturer#1           |Brand#15  |STANDARD POLISHED NICKEL|37|JUMBO DRUM|1717.80|ackages haggle accor
part_10810|10808|salmon rose pale yellow beige|Manufacturer#4           |Brand#45  |ECONOMY POLISHED COPPER|24|MED JAR   |1718.80|e the silent, ir
part_10811|10809|chocolate metallic sienna spring deep|Manufacturer#5           |Brand#54  |STANDARD PLATED BRASS|23|MED BOX   |1719.80| beans cajole against 
part_10812|10810|drab papaya goldenrod honeydew powder|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|48|MED BOX   |1720.81|o cajole quick
part_10813|10811|steel hot maroon orange indian|Manufacturer#1           |Brand#14  |SMALL PLATED TIN|12|SM CASE   |1721.81|its. pending pinto b
part_10814|10812|azure seashell spring burlywood honeydew|Manufacturer#5           |Brand#51  |MEDIUM POLISHED TIN|44|MED BOX   |1722.81|egrate sl
part_10815|10813|pink navy bisque cyan misty|Manufacturer#1           |Brand#11  |STANDARD PLATED TIN|48|SM DRUM   |1723.81|ly regul
part_10816|10814|orange seashell indian blue ghost|Manufacturer#3           |Brand#33  |ECONOMY PLATED STEEL|48|SM CASE   |1724.81|long th
part_10817|10815|puff peach forest moccasin orchid|Manufacturer#1           |Brand#13  |MEDIUM PLATED NICKEL|41|MED PACK  |1725.81|tect fu
part_10818|10816|burnished peach papaya green tan|Manufacturer#1           |Brand#15  |SMALL BURNISHED TIN|19|SM PACK   |1726.81|fully ironic
part_10819|10817|yellow snow spring midnight forest|Manufacturer#5           |Brand#52  |PROMO PLATED STEEL|21|WRAP DRUM |1727.81|. carefu
part_10820|10818|mint tomato puff green light|Manufacturer#1           |Brand#11  |SMALL POLISHED BRASS|40|SM CAN    |1728.81|. slyly regular depos
part_10821|10819|cream maroon slate indian navajo|Manufacturer#2           |Brand#25  |MEDIUM BRUSHED COPPER|36|MED CAN   |1729.81|e carefully aft
part_10822|10820|hot beige papaya cream pink|Manufacturer#2           |Brand#21  |SMALL PLATED TIN|11|SM BOX    |1730.82|riously express 
