orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_92355|369351|940|O|314606.54|1995-07-15|2-HIGH         |Clerk#000000323|0|ns sleep along the foxes. pendin
orders_92356|369376|12289|F|130669.31|1992-02-27|1-URGENT       |Clerk#000000044|0|pending dependencies. slyly final ide
orders_92357|369377|676|O|233804.41|1996-01-29|3-MEDIUM       |Clerk#000000599|0|p carefully. express, bold foxes sleep idly against the pending accounts. s
orders_92358|369378|10324|O|78336.13|1995-07-05|5-LOW          |Clerk#000000386|0|s. special deposits thrash carefully furiously final packages. ev
orders_92406|369570|9011|F|173526.98|1992-02-09|5-LOW          |Clerk#000000010|0|bold foxes wake furiously unusual r
orders_92359|369379|6568|O|17485.84|1997-03-27|3-MEDIUM       |Clerk#000000034|0|y quickly silent pinto beans. packages against the carefully unusual
orders_92360|369380|7235|F|108555.51|1992-11-24|2-HIGH         |Clerk#000000149|0|jole. even, ironic accounts nag. blithely final orbits wake fluffily 
orders_92361|369381|12454|O|89882.37|1998-02-21|3-MEDIUM       |Clerk#000000158|0|arefully unusual, regular foxes. close, silent packages against the blit
orders_92362|369382|3926|F|130165.93|1994-11-25|2-HIGH         |Clerk#000000100|0|uffily according to the never ironic ideas. ironic ideas cajole blithely c
orders_92363|369383|970|F|68441.62|1993-09-11|2-HIGH         |Clerk#000000541|0|nts nag quickly. furiously ironic packa
orders_92364|369408|11252|O|17252.90|1996-02-21|1-URGENT       |Clerk#000000141|0|wake fluffily. blithely regula
orders_92365|369409|6257|O|106320.65|1995-09-25|2-HIGH         |Clerk#000000979|0|ng to the quickly bold deposits haggle blithely carefully
orders_92366|369410|401|F|242470.16|1992-03-22|1-URGENT       |Clerk#000000375|0| blithely special request
orders_92367|369411|10405|O|195946.31|1995-07-26|4-NOT SPECIFIED|Clerk#000000264|0|r the ironic, special packages. furiously bold pinto beans haggle sl
orders_92368|369412|10036|O|226349.70|1998-07-10|2-HIGH         |Clerk#000000248|0| detect carefully furiously even deposits. 
orders_92369|369413|3235|F|164838.03|1992-02-15|2-HIGH         |Clerk#000000142|0|. deposits along the
orders_92370|369414|11941|O|138569.33|1997-06-04|1-URGENT       |Clerk#000000178|0| according to the furiously final
orders_92371|369415|6340|O|309475.46|1997-10-30|4-NOT SPECIFIED|Clerk#000000674|0|sts wake slyly. foxes sleep-- furiously pending braids wake blit
orders_92372|369440|10102|F|90982.57|1993-07-02|5-LOW          |Clerk#000000618|0|unts haggle carefully. express, quick packages use pinto beans. car
orders_92373|369441|11972|O|101493.38|1996-10-25|5-LOW          |Clerk#000000060|0|ts cajole furiously
orders_92374|369442|10876|O|139908.94|1996-01-29|4-NOT SPECIFIED|Clerk#000000905|0|r the blithely express foxes. pending foxes haggle slyly. even, pending
orders_92375|369443|13267|F|170636.35|1994-06-01|5-LOW          |Clerk#000000903|0|iously even instruction
orders_92376|369444|8218|F|5443.07|1994-10-12|2-HIGH         |Clerk#000000971|0| use carefully final asymptotes. quickly ironic foxes han
orders_92377|369445|12565|F|85300.12|1993-03-24|1-URGENT       |Clerk#000000889|0|o beans. blithely regular deposits use furiously regular requests. blithe
orders_92378|369446|14824|F|200377.84|1995-02-07|1-URGENT       |Clerk#000000404|0|heodolites. packages cajole along the quickly r
orders_92379|369447|8941|F|54597.30|1992-03-20|3-MEDIUM       |Clerk#000000517|0|efully even accounts nag carefully. furiously ironic theodolites b
orders_92380|369472|8993|F|92614.37|1992-12-24|2-HIGH         |Clerk#000000483|0|ress packages wake slyly carefull
orders_92381|369473|13378|O|55963.55|1996-03-26|4-NOT SPECIFIED|Clerk#000000422|0|s. packages cajole furiously. even deposits w
orders_92382|369474|10871|O|273333.81|1995-10-30|2-HIGH         |Clerk#000000448|0|usly unusual theodolites haggle ca
orders_92383|369475|14944|O|116256.02|1995-11-06|4-NOT SPECIFIED|Clerk#000000316|0|he quickly even ideas. express, pending braids hang quickly express requ
orders_92384|369476|10475|F|208222.40|1994-11-08|1-URGENT       |Clerk#000000277|0|ep fluffily quickly special theodolites. carefully ironic hoc
orders_92385|369477|13600|O|13279.59|1997-02-09|2-HIGH         |Clerk#000000137|0|carefully. carefully final dependencies sleep according to the
orders_92386|369478|2783|F|267841.35|1993-11-29|2-HIGH         |Clerk#000000021|0|refully pending packages. regular 
orders_92387|369479|8501|O|13039.27|1998-05-14|1-URGENT       |Clerk#000000347|0|lly after the sly ideas. fluffily slow pinto beans shal
orders_92388|369504|14983|P|264805.20|1995-04-25|4-NOT SPECIFIED|Clerk#000000399|0|sublate carefully abo
orders_92389|369505|11006|F|42347.75|1994-09-26|5-LOW          |Clerk#000000703|0|quests unwind carefully after the carefully ironic d
orders_92390|369506|12277|F|264935.81|1992-08-01|2-HIGH         |Clerk#000000581|0|ve the carefully regular asymptotes are pinto beans. carefully
orders_92391|369507|4612|O|36110.23|1996-12-14|1-URGENT       |Clerk#000000177|0|s. express, final pinto beans br
orders_92392|369508|10411|O|118698.89|1998-07-19|2-HIGH         |Clerk#000000309|0|ges are. slyly special packages us
orders_92393|369509|14522|F|346541.04|1992-10-28|2-HIGH         |Clerk#000000913|0|gle blithely furiously final asymptotes; carefully bold accounts a
orders_92394|369510|10796|F|146891.84|1995-01-26|1-URGENT       |Clerk#000000855|0|ly instead of the carefully pending instructions.
orders_92395|369511|4435|O|118247.79|1996-04-24|2-HIGH         |Clerk#000000047|0|onic platelets. slowly u
orders_92396|369536|8516|O|10008.67|1996-01-15|4-NOT SPECIFIED|Clerk#000000771|0| accounts sleep blithely along the slyly express excuses; slyly
orders_92397|369537|10684|P|145390.59|1995-06-04|4-NOT SPECIFIED|Clerk#000000125|0|packages. foxes detect blithely about the carefully bold request
orders_92398|369538|4333|F|109910.20|1994-11-21|5-LOW          |Clerk#000000945|0|s. slyly bold decoys haggle boldly. slyly sil
orders_92399|369539|823|O|216896.75|1997-11-22|3-MEDIUM       |Clerk#000000781|0|ges. quickly ironic foxes cajole fluffily final, stea
orders_92400|369540|14107|O|261171.73|1997-11-23|3-MEDIUM       |Clerk#000000892|0|to the slyly final asymptotes 
orders_92401|369541|796|F|151197.36|1994-04-10|1-URGENT       |Clerk#000000199|0|ular ideas affix quickly regular courts. express, regul
orders_92402|369542|11428|F|207276.76|1993-05-05|4-NOT SPECIFIED|Clerk#000000063|0|al warthogs integrate regular asym
orders_92403|369543|7055|O|70439.18|1997-10-09|3-MEDIUM       |Clerk#000000469|0|. blithely special theodolites around the blithely even i
orders_92404|369568|859|O|158343.74|1995-11-08|2-HIGH         |Clerk#000000203|0|old ideas. final, ironic packages wake. accounts haggle blithely furiously bo
orders_92405|369569|5521|F|4085.79|1992-04-23|1-URGENT       |Clerk#000000328|0| foxes. fluffily unusual theodolites cajole during the special deposit
orders_92407|369571|12845|O|95745.00|1996-03-06|4-NOT SPECIFIED|Clerk#000000018|0|ithely express dolphins. furiously regular dolphins sleep careful
orders_92408|369572|7408|O|99725.42|1995-09-21|5-LOW          |Clerk#000000531|0|al accounts! theodolites nag furiously a
orders_92409|369573|14875|O|59800.48|1997-12-08|2-HIGH         |Clerk#000000827|0|phins. even accounts are blithely. final, silent ideas boost furiou
orders_92410|369574|13033|O|142853.71|1995-10-03|4-NOT SPECIFIED|Clerk#000000154|0|nding requests. fluffily q
orders_92411|369575|1594|O|203272.27|1998-05-14|3-MEDIUM       |Clerk#000000519|0|bold asymptotes wake slyly above the accou
orders_92412|369600|3151|O|384288.27|1997-11-02|2-HIGH         |Clerk#000000172|0|ithely regular packages at the ca
orders_92413|369601|11404|O|37111.20|1997-12-05|2-HIGH         |Clerk#000000775|0|y special ideas nag! blithely final instruc
orders_92414|369602|9286|O|174236.58|1997-03-20|3-MEDIUM       |Clerk#000000734|0|ggle furiously. fluf
orders_92415|369603|8389|O|226395.93|1996-03-16|3-MEDIUM       |Clerk#000000646|0|ecial pinto beans against the foxes so
orders_92416|369604|6370|O|33834.22|1997-10-08|3-MEDIUM       |Clerk#000000976|0|the excuses boost fluffily against the bold requests.
orders_92417|369605|8662|F|99450.32|1992-02-27|2-HIGH         |Clerk#000000174|0|g the slyly even foxes. blit
orders_92418|369606|12961|O|30579.81|1998-01-02|1-URGENT       |Clerk#000000221|0|olphins. slow, dogged deposits cajole fluffily acro
orders_92419|369607|8726|O|74673.83|1997-12-24|3-MEDIUM       |Clerk#000000054|0|te. carefully ironic packages cajole quickly final theodolites. asy
orders_92420|369632|7675|F|99928.14|1992-01-08|1-URGENT       |Clerk#000000274|0|ole carefully. instructio
orders_92421|369633|12152|O|178587.05|1997-11-06|1-URGENT       |Clerk#000000342|0|sly foxes wake blithely betw
orders_92422|369634|14611|O|2977.44|1997-08-08|2-HIGH         |Clerk#000000427|0|, pending requests sleep slyly across 
orders_92423|369635|1687|F|223160.28|1992-07-07|1-URGENT       |Clerk#000000381|0|ously. final packages wake. pending, unusual deposits sleep quickly. idl
orders_92424|369636|11537|F|52745.27|1994-12-22|3-MEDIUM       |Clerk#000000012|0|n dinos; bold accounts are furiously. unu
orders_92425|369637|12854|F|164774.34|1992-08-27|3-MEDIUM       |Clerk#000000928|0|ainst the final ideas. special, final instructions wake slyly. pl
orders_92426|369638|5123|O|247752.54|1997-07-28|5-LOW          |Clerk#000000842|0|the slyly unusual e
orders_92427|369639|9412|O|19112.22|1995-11-12|1-URGENT       |Clerk#000000247|0|nts according to the excuses are sly
orders_92428|369664|1043|F|21646.24|1992-06-23|4-NOT SPECIFIED|Clerk#000000722|0|fluffily furious theodolites use boldly. 
orders_92429|369665|8026|O|267648.65|1998-05-31|1-URGENT       |Clerk#000000928|0| unusual accounts. final attainments boos
orders_92430|369666|13676|F|145224.67|1993-04-19|5-LOW          |Clerk#000000507|0|nal requests shall have to breach carefully across the furiously th
orders_92431|369667|14263|F|186177.33|1994-11-03|1-URGENT       |Clerk#000000064|0|g alongside of the ironic, ironic ide
orders_92432|369668|5083|O|113326.55|1998-02-17|3-MEDIUM       |Clerk#000000823|0|ounts. blithely pending pinto beans use idly regular dependencies. ironi
orders_92434|369670|6224|O|36799.19|1996-03-04|4-NOT SPECIFIED|Clerk#000000156|0|quickly for the final, even requests. special orbits h
orders_92435|369671|4784|O|89604.74|1998-02-12|4-NOT SPECIFIED|Clerk#000000178|0|lithely regular accounts. slyly pending accounts detect boldly even d
orders_92436|369696|1253|O|75498.54|1996-12-23|5-LOW          |Clerk#000000507|0|ckages wake furiously. qu
orders_92437|369697|6751|O|176223.90|1998-01-07|4-NOT SPECIFIED|Clerk#000000210|0|ackages sleep doggedly. excuses wake carefully about the quickly quiet din
orders_92438|369698|10801|O|116904.21|1996-05-28|2-HIGH         |Clerk#000000513|0|d instructions. the
orders_92439|369699|2074|F|192784.38|1995-02-10|1-URGENT       |Clerk#000000588|0|sts wake busily against the pending, fin
orders_92440|369700|14080|F|337718.23|1994-12-24|4-NOT SPECIFIED|Clerk#000000574|0|eas haggle deposits. ironic, regular pinto bea
orders_92441|369701|11527|F|243742.57|1994-10-05|2-HIGH         |Clerk#000000833|0|es. ironic ideas boost furiously ironic instructions. final, regul
orders_92442|369702|9922|O|244082.92|1998-04-05|5-LOW          |Clerk#000000929|0|ut the furiously pending instructions. carefully final dolphins haggle caref
orders_92443|369703|12766|F|219193.31|1994-09-14|2-HIGH         |Clerk#000000590|0|requests at the final, bold deposits are carefully regular deposits. bold requ
orders_92444|369728|11552|O|47533.61|1995-03-22|4-NOT SPECIFIED|Clerk#000000657|0|furiously. fluffily pending deposits nag quickly blithely ir
orders_92445|369729|9635|O|44680.60|1997-11-18|2-HIGH         |Clerk#000000346|0|ng packages. unusual theodolites
orders_92446|369730|4945|O|90003.64|1996-02-20|5-LOW          |Clerk#000000368|0| slyly! express accounts are ab
orders_92447|369731|14779|F|46823.07|1994-09-15|3-MEDIUM       |Clerk#000000879|0|ounts wake deposits. unusual, pending courts grow? quickly regular ideas h
orders_92448|369732|1468|F|188531.80|1994-03-13|4-NOT SPECIFIED|Clerk#000000069|0|efully pending realm
orders_92449|369733|2251|F|90803.05|1993-06-28|4-NOT SPECIFIED|Clerk#000000582|0|e fluffily even theodolites? forges haggle slyly atop th
orders_92450|369734|7436|F|265597.86|1992-01-23|2-HIGH         |Clerk#000000288|0| pains integrate bravely above the carefull
orders_92451|369735|8614|O|286277.94|1996-05-16|2-HIGH         |Clerk#000000196|0|ep blithely. slyly ironic deposits af
orders_92452|369760|6482|O|53228.30|1997-07-07|4-NOT SPECIFIED|Clerk#000000212|0|y ironic instructions integrate furiously across the furiously silent instru
orders_92453|369761|2362|O|133023.93|1995-11-04|4-NOT SPECIFIED|Clerk#000000894|0|nts serve slyly special requests. blithely special pinto beans wake. f
orders_92454|369762|12482|O|209475.33|1997-05-22|1-URGENT       |Clerk#000000449|0|into beans! final, unusual theodolites detect excuse
orders_92455|369763|9925|O|38798.89|1998-07-16|3-MEDIUM       |Clerk#000000137|0| accounts are. fluffily ironic forges 
orders_92456|369764|12058|F|61241.67|1993-07-18|4-NOT SPECIFIED|Clerk#000000811|0| requests after the unusua
orders_92457|369765|1637|F|75009.89|1993-10-17|5-LOW          |Clerk#000000324|0|he quickly regular dependencies. pending, quiet requests boost. fu
orders_92458|369766|4291|F|135222.98|1994-05-26|3-MEDIUM       |Clerk#000000243|0| excuses grow regular requests. slyly
orders_92459|369767|7246|O|136288.16|1997-07-23|4-NOT SPECIFIED|Clerk#000000611|0|ts. slyly permanent deposits sleep furiously. slyly pendin
orders_92460|369792|8951|F|110426.76|1994-12-27|3-MEDIUM       |Clerk#000000051|0|d the furiously even foxes? furiously ironic instruct
orders_92461|369793|9266|O|277323.94|1998-02-04|5-LOW          |Clerk#000000920|0|o beans sleep after the slyly express accounts. qu
orders_92462|369794|1961|O|30091.68|1995-08-23|1-URGENT       |Clerk#000000064|0|es. even requests according to the bold, express plate
orders_92463|369795|12484|O|176647.58|1996-04-20|5-LOW          |Clerk#000000581|0|nding theodolites against the slyly busy ideas nag about 
orders_92464|369796|11812|O|145282.43|1995-12-19|4-NOT SPECIFIED|Clerk#000000160|0|carefully final packages are f
orders_92465|369797|14947|O|188881.59|1996-06-30|4-NOT SPECIFIED|Clerk#000000734|0|thrash along the caref
orders_92466|369798|13123|O|209225.50|1996-03-23|5-LOW          |Clerk#000000582|0|ual packages. pending, special requests promis
orders_92467|369799|2231|F|241726.73|1992-09-04|4-NOT SPECIFIED|Clerk#000000331|0| above the silent dependencies. furiously regular ideas boost thinly exp
orders_92468|369824|10765|O|91955.98|1997-07-13|2-HIGH         |Clerk#000000378|0|t accounts. furiously final 
orders_92469|369825|13436|O|167848.29|1997-07-08|1-URGENT       |Clerk#000000943|0|. bold, ironic foxes are. furiously ironic accounts wake carefully a
orders_92470|369826|3562|F|8665.57|1993-03-19|1-URGENT       |Clerk#000000453|0|kages against the final, ironic deposits use carefully a
orders_92471|369827|10480|O|157329.94|1997-05-31|2-HIGH         |Clerk#000000528|0|ess deposits use furiously across
orders_92472|369828|12253|O|6493.05|1997-09-07|2-HIGH         |Clerk#000000291|0|. ideas are blithely final ideas. furiously ironic deposits 
orders_92473|369829|1951|F|156725.25|1993-03-10|3-MEDIUM       |Clerk#000000697|0|uffily about the fluffily busy accounts. fluffily regular 
orders_92474|369830|10894|F|90793.97|1993-05-26|5-LOW          |Clerk#000000730|0|deas haggle furiously against the quickly fin
orders_92475|369831|11608|F|73816.74|1995-02-14|2-HIGH         |Clerk#000000551|0| pinto beans affix blithely. blithely iro
orders_92476|369856|10619|O|91665.73|1997-03-27|1-URGENT       |Clerk#000000550|0|al packages boost carefully at the carefu
orders_92477|369857|12280|F|99825.72|1993-01-28|5-LOW          |Clerk#000000597|0|ly about the fluffily final requests. blithely unusual requests detect. 
orders_92478|369858|7093|F|320831.87|1992-05-04|2-HIGH         |Clerk#000000143|0| slyly regular excuses are slyly even deposits. theodolites boost; u
orders_92479|369859|7420|O|152392.18|1995-08-10|4-NOT SPECIFIED|Clerk#000000722|0|sits. slyly final pinto beans sleep blithely bold theodoli
orders_92480|369860|11440|O|34522.01|1996-01-21|2-HIGH         |Clerk#000000753|0|lyly pending attainments about the carefully
